JURCZYK,4413
KUJAWSKI,4410
BIELSKI,4407
BUDZIŃSKI,4404
WOJTASIK,4401
PELC,4394
WOŹNICA,4392
KAWECKI,4385
PEŁKA,4385
NAPIERAŁA,4381
FURMAN,4380
PAWLICKI,4376
KRAKOWSKI,4372
KOZIK,4371
TOMASIK,4369
BIELIŃSKI,4368
ALEKSANDROWICZ,4362
STAWICKI,4358
SOBOTA,4346
BANASZEK,4335
GRZEŚKOWIAK,4320
KRUCZEK,4320
MIERZWA,4309
GUT,4304
SOBAŃSKI,4289
SEKUŁA,4286
ŚMIGIELSKI,4285
WOŁOSZYN,4281
MACKIEWICZ,4270
ŚWIDER,4267
POGORZELSKI,4256
ROMAN,4255
WOJTKOWIAK,4255
IZDEBSKI,4238
PIWOWARSKI,4238
SZWARC,4223
PIĘTKA,4217
KRASOWSKI,4212
NIEDZIELA,4203
MILLER,4196
DUSZYŃSKI,4190
KRUKOWSKI,4181
JUSZCZYK,4167
RATAJCZYK,4167
MAKUCH,4165
LITWIN,4149
ŚWIĄTKOWSKI,4144
BOGACZ,4143
JÓŹWIK,4134
MAŃKA,4131
GRUDZIŃSKI,4130
SZOT,4130
KNAP,4128
ŚLEDŹ,4115
KAWKA,4114
LORENC,4114
STUDZIŃSKI,4114
KARCZ,4107
BISKUP,4105
SZAREK,4103
ŻUCHOWSKI,4103
LISZKA,4088
WOJDA,4077
POLAŃSKI,4076
FILIP,4075
ROSZKOWSKI,4075
DROŻDŻ,4069
HERMAN,4062
SIWIEC,4060
ŁUKASZEWICZ,4058
JEZIORSKI,4041
PAPROCKI,4040
ROSZAK,4033
WIŚNIOWSKI,4025
RUSEK,4024
GACEK,4014
KORCZAK,4011
KĘDZIOR,4004
ROŻEK,4003
TKACZ,4003
KUSIAK,4000
JAKUBCZYK,3999
KRÓLAK,3997
BOBROWSKI,3994
KOSMALA,3982
KWIATEK,3970
KORZENIEWSKI,3964
WRZESIŃSKI,3962
DYMEK,3961
SZOPA,3954
GRABARCZYK,3953
ADAMIEC,3944
KRASZEWSKI,3943
WACH,3942
GRZYBEK,3930
RYBKA,3930
SIDOR,3927
MIELCAREK,3925
SZKUDLAREK,3922
GOLA,3917
NOWIŃSKI,3909
KUKLA,3907
SKONIECZNY,3887
TOKARCZYK,3885
KRUSZYŃSKI,3880
FLAK,3877
SZCZUREK,3877
MAŁKOWSKI,3876
MAZIARZ,3876
ŚPIEWAK,3876
TUROWSKI,3876
WERNER,3869
KURZAWA,3865
GRODZKI,3863
HOFFMANN,3859
RESZKA,3859
BORYS,3856
RZEPECKI,3856
SZYMANEK,3852
ROGOZIŃSKI,3846
BOGDAŃSKI,3843
KĘPKA,3838
LEWIŃSKI,3836
SUSKI,3828
GĄSIOREK,3826
LIPIEC,3811
PERKOWSKI,3807
PIECH,3803
STASZAK,3800
OLECH,3797
BARTOSZEK,3795
KAPUŚCIŃSKI,3791
SZELIGA,3789
JANCZAK,3788
SMOLEŃ,3778
ROKICKI,3775
JAKUBIEC,3771
PASZKIEWICZ,3767
BUGAJSKI,3763
DZIURA,3761
KOZAKIEWICZ,3753
WRZOSEK,3751
PĘKALA,3748
AMBROZIAK,3740
PLICHTA,3738
OLSZAK,3735
BIAŁECKI,3731
KULPA,3723
RACZKOWSKI,3723
CIOŁEK,3719
SUCHECKI,3719
DUTKIEWICZ,3718
KAŹMIERSKI,3717
WOJTOWICZ,3711
WASIELEWSKI,3710
CZARNOTA,3709
DZIKOWSKI,3707
WAJDA,3707
MAJKOWSKI,3705
PISAREK,3702
SZPAK,3698
WYRZYKOWSKI,3693
ADAMCZEWSKI,3687
KAWALEC,3686
KOKOSZKA,3684
RADZISZEWSKI,3681
BUGAJ,3678
KUPIEC,3675
GŁADYSZ,3665
KOKOT,3646
ROMAŃSKI,3644
PUCHAŁA,3642
PISZCZEK,3641
KAROLAK,3632
RODAK,3632
LANGE,3630
WIELGUS,3630
BARSZCZ,3628
FIGURA,3626
BANASZAK,3624
DOLATA,3623
WOJTASZEK,3621
MĄCZKA,3619
GOLIŃSKI,3618
KONARSKI,3616
KALIŃSKI,3609
JASKULSKI,3606
SUŁKOWSKI,3605
GOŁĄBEK,3604
KOCHAŃSKI,3604
ROMANIUK,3599
SZYMANOWSKI,3597
BILIŃSKI,3596
GABRYŚ,3593
BOJARSKI,3589
SOLECKI,3589
BIELA,3578
SMOLAREK,3575
KOLASIŃSKI,3573
ZAPAŁA,3567
STOKŁOSA,3566
WASZKIEWICZ,3561
ŁACH,3560
OŻÓG,3560
FERENC,3558
PŁATEK,3557
BRODOWSKI,3556
OSOWSKI,3548
GARBACZ,3547
PISKORZ,3547
LASEK,3545
PIECHOCKI,3544
CICHOSZ,3542
MACH,3535
ORZEŁ,3535
CZUBA,3533
PIERZCHAŁA,3530
BALICKI,3529
KOPROWSKI,3523
STĘPNIEWSKI,3522
SZYMANIAK,3522
POTOCKI,3519
BRZESKI,3517
PASEK,3516
MĄDRY,3509
SZCZYGIELSKI,3509
TRACZYK,3509
DOLIŃSKI,3507
CHROBAK,3506
KEMPA,3503
ŚWIERCZEK,3499
SUROWIEC,3496
BERNAT,3494
BUREK,3492
ZBOROWSKI,3492
FRANCZAK,3491
PLEWA,3490
RÓG,3490
PARADOWSKI,3487
WDOWIAK,3487
KOSTKA,3486
GRELA,3483
OSUCH,3482
SUDOŁ,3476
JAMRÓZ,3474
PASZEK,3470
FILIPCZAK,3469
PIĘTA,3464
WAGNER,3459
LOREK,3458
MATUSIK,3451
GRUCA,3449
WALCZYK,3449
GÓRALCZYK,3445
SCHMIDT,3444
ŚWITAŁA,3444
JAROSZEWSKI,3442
ĆWIK,3441
SZADKOWSKI,3438
OKOŃ,3437
KRAUZE,3436
FIGIEL,3432
BŁOŃSKI,3431
KAPICA,3431
LACHOWICZ,3429
STACHOWSKI,3429
WĄSOWSKI,3429
ZARĘBSKI,3429
KOZERA,3427
SALA,3423
ŁOŚ,3420
BURDA,3419
KOŁODZIEJCZAK,3419
MODRZEJEWSKI,3419
OLEŚ,3418
DRĄG,3417
ŁAWNICZAK,3417
KWAŚNY,3416
GROBELNY,3414
MROWIEC,3414
CZAPLIŃSKI,3412
WÓJCIAK,3411
ZAWISTOWSKI,3410
BROŻEK,3409
ANTONIAK,3402
NALEPA,3402
GRABSKI,3401
PÓŁTORAK,3400
WALIGÓRA,3400
SKWAREK,3399
BARON,3398
BATOR,3398
WACHOWIAK,3395
MULARCZYK,3394
NIEZGODA,3393
ĆWIKLIŃSKI,3392
OGÓREK,3392
WŁOCH,3389
NADOLNY,3384
MYŚLIWIEC,3375
GAZDA,3362
GAJ,3360
JEDYNAK,3355
GAŁECKI,3353
NADOLSKI,3349
BERNACKI,3336
GLIŃSKI,3333
MIŚ,3326
IWANOWSKI,3324
SITKO,3321
KULIKOWSKI,3319
BIEL,3318
BOROŃ,3316
KOZYRA,3310
MORAWIEC,3309
DOBRZAŃSKI,3305
WINNICKI,3296
KOŚCIELNIAK,3294
JASKÓLSKI,3293
MŁYNARSKI,3290
KRASKA,3284
BARTNICKI,3281
BŁAŻEJEWSKI,3281
GRYGIEL,3281
KOCHANOWSKI,3280
KRÓLIK,3280
ZAWISZA,3280
KAZIMIERCZAK,3278
PASTUSZKA,3277
MAJDA,3274
BIEŃ,3273
PRZYBYSZEWSKI,3273
KLIMAS,3266
DUSZA,3264
GALIŃSKI,3263
SZWEDA,3258
OZGA,3257
STENCEL,3253
KOZICKI,3251
KOSTRZEWSKI,3250
MIECZKOWSKI,3250
SZCZEPANEK,3249
WYDRA,3249
DOMAGALSKI,3240
KLUSKA,3239
SPYCHAŁA,3235
MATCZAK,3226
BŁASZKIEWICZ,3223
NOSAL,3222
ZASADA,3221
WCISŁO,3219
PIETRZYKOWSKI,3216
IWANICKI,3212
BARTOSIEWICZ,3211
BOGDAN,3211
KLIMASZEWSKI,3208
WIELGOSZ,3208
GALAS,3204
FRANKIEWICZ,3202
TYMIŃSKI,3200
SOBOŃ,3199
JANECZEK,3193
STOPA,3191
RYBA,3188
WEBER,3182
SOBOCIŃSKI,3181
SKORUPSKI,3180
LEMAŃSKI,3179
WALAS,3178
BUDA,3175
ZAWIŚLAK,3171
GAJEK,3169
KĄKOL,3166
TABOR,3163
MARCZEWSKI,3156
ŚWIERCZ,3152
KOŁACZ,3150
SARNOWSKI,3149
KULAS,3148
WISZNIEWSKI,3148
MISZCZAK,3146
GUZ,3137
MUSIOŁ,3134
ŁAKOMY,3132
SZAFRAN,3132
TURSKI,3132
MACHNIK,3130
RYBIŃSKI,3129
CZERWONKA,3127
ŚLIWKA,3125
RYCHLIK,3123
TUSZYŃSKI,3122
ROKITA,3121
MIREK,3120
PANASIUK,3117
GIZA,3115
BUDNY,3114
PODSIADŁO,3114
GOŁASZEWSKI,3111
STRZAŁKOWSKI,3111
JACKIEWICZ,3105
SŁOMKA,3103
MIKUŁA,3101
BRYŁA,3099
KORNACKI,3097
WNĘK,3097
SZUBERT,3095
FURTAK,3093
GAŁUSZKA,3091
DREWNIAK,3090
IWANIUK,3090
SEWERYN,3089
CZUBAK,3087
SŁOMIŃSKI,3087
ANTKOWIAK,3078
BARTKOWSKI,3075
JOŃCZYK,3075
BOJANOWSKI,3074
KŁOSIŃSKI,3074
NYCZ,3074
LUDWICZAK,3071
SZCZOTKA,3068
PIEŃKOWSKI,3064
DWORAK,3061
LEWCZUK,3060
DĘBICKI,3059
MAKAREWICZ,3059
MAŁOLEPSZY,3059
RUMIŃSKI,3058
GÓRALSKI,3056
CHOJECKI,3054
MIZERA,3047
DANIEL,3045
MARCINKIEWICZ,3042
WILCZEWSKI,3039
DAWID,3038
WĘGLARZ,3037
RADZIKOWSKI,3035
DUDKIEWICZ,3034
ZIOMEK,3032
SOBCZYŃSKI,3031
KASPERSKI,3030
NAPIÓRKOWSKI,3030
SZOSTEK,3027
PILARCZYK,3023
GĄSKA,3022
ŁUGOWSKI,3016
KALBARCZYK,3008
RĄCZKA,3006
DUL,3004
RYBACKI,3004
CIEŚLIŃSKI,3001
BOROWIAK,2999
KALITA,2999
MASTALERZ,2996
CYRAN,2988
RADWAŃSKI,2985
KLONOWSKI,2982
WIERZCHOWSKI,2981
CHYLIŃSKI,2976
WILIŃSKI,2974
TARKA,2972
KREFT,2968
IWAN,2967
PAJOR,2966
WASZAK,2964
PIEKARZ,2963
PISARSKI,2962
OSIECKI,2961
ZIEMBA,2958
CZAPIEWSKI,2955
SMYK,2954
TRUSZKOWSKI,2954
WACHOWSKI,2952
SITARZ,2951
KRAUSE,2948
MOTYL,2948
GWIAZDA,2944
PORĘBA,2944
JELEŃ,2938
CZAPSKI,2937
ŁUCZYŃSKI,2937
OLENDER,2932
TRZASKA,2932
KOBYLIŃSKI,2931
CABAN,2927
BABIARZ,2926
MOSKWA,2925
CZARNY,2923
BACZYŃSKI,2921
KLOC,2921
KOMAR,2919
PATER,2918
SOSIŃSKI,2917
KRZAK,2916
NEUMANN,2915
SUCHOCKI,2915
RYDZEWSKI,2912
MATUSZCZAK,2907
MILER,2905
KOZIŃSKI,2904
GOLONKA,2901
ZALESKI,2899
ZATORSKI,2899
GREGORCZYK,2898
PIWOWAR,2897
TOPOLSKI,2894
MACHOWSKI,2892
SZEWCZUK,2891
BĄCZEK,2888
JEŻ,2887
KRASUSKI,2887
MACIASZEK,2887
MALCZEWSKI,2886
DYLEWSKI,2880
GĄDEK,2880
MARKOWICZ,2876
POPIOŁEK,2873
STAROŃ,2870
SAKOWSKI,2867
FRYDRYCH,2865
KIELAR,2857
OSTASZEWSKI,2857
FABISIAK,2849
CZAPLICKI,2846
DAWIDOWSKI,2846
JARECKI,2845
KULIGOWSKI,2845
JAKUBCZAK,2844
MATYJA,2839
BADURA,2837
